商品名称,价格,店铺名称,颜色,评论数,图片,店铺ID,卖点,skuId,总销量,商品ID
七彩虹（Colorful） 主板CPU套装COLORFIRE B850M-MEOW WIFI7 V14+AMD锐龙7 7800X3D主板+CPU套装,3309.00,七彩虹京东自营旗舰店,七彩虹B850M白橘猫WF+7800X3D,2万+,jfs/t1/356205/5/8572/138802/6915b5ceF8d6fca7f/eadeb66d369d2215.jpg,1000000267,高质主板;强劲性能;主板换新;四年质保;多年质保,100218843885,5万+,100218843885
精粤(JGINYUE) 精粤 主板CPU套装B760I Snow Dream D5+INTEL 酷睿i5 12600KF 主板CPU套装,1899.00,精粤京东自营旗舰店,i5 12600KF,500+,jfs/t1/310167/33/264/131150/68220ebbFcf87dc82/898a7ec8af746661.png,1000600299,稳定性能;迷你设计;B760接口;小巧便携;高效处理,100224696196,800+,100224696196
七彩虹（Colorful） 主板CPU套装BATTLE-AX B860M-E WIFI V20+Intel Ultra 5 230F CPU,1449.00,七彩虹京东自营旗舰店,七彩虹B860M-E WIFI+230F,1000+,jfs/t1/349695/6/19186/155347/69008d76Fbe2497b4/381fe3c3bb1ba405.jpg,1000000267,1千+店铺粉丝浏览;3千+人加购;2万+人浏览,100254091462,1000+,100254091462
七彩虹（Colorful）七彩虹 主板CPU套装BATTLE-AX B850M-E WIFI V14+AMD 锐龙5 9600X CPU ,2048.00,七彩虹京东自营旗舰店,R5 9600X,200+,jfs/t1/366766/17/8791/172445/692e82eeFa1e0976b/2038a253c9acbfb0.jpg,1000000267,锐龙5处理器;M-ATX,100195420840,600+,100195420840
【主板cpu套装】华硕 B550M WIFI II 重炮手主板+AMD 锐龙5 5600 CPU 主板+CPU套装,1689.00,华硕京东自营旗舰店,华硕B550M重炮手+5600,5万+,jfs/t1/90883/37/42334/186349/65a5f58aFf365e67e/86576cec0bff946b.jpg,1000000225,2.5G网卡;高效散热;10供电模组;1年换新,100086181102,7万+,100086181102
精粤(JGINYUE) 精粤 主板CPU套装H610M GAMING WIFI+INTEL 酷睿i5 12490F 主板CPU套装,1448.00,精粤京东自营旗舰店,i5 12490F,500+,jfs/t1/300112/24/4976/127307/682207d5F5e66bd57/c20ab40f1b2800f1.png,1000600299,紧凑设计;WiFi集成;H610芯片;稳定接口;酷睿加持,100224696228,800+,100224696228
梅捷狂龙H610M-HD WIFI6支持 CPU 12490F/13400F12600KF（Intel H610/LGA 1700）,349.00,梅捷（SOYO）京东自营旗舰店,【梅捷-狂龙】H610M D4 WIFI,200+,jfs/t1/363066/2/3367/216125/69202f33Fc5f78e79/054e4349605d8291.jpg,1000416714,600+人加购;3千+人浏览;性价比优选,100190641267,300+,100190641267
微星（MSI）MAG B650M MORTAR WIFI迫击炮+锐龙AMD R7 9700X主板CPU套装,2828.00,微星京东自营旗舰店,9700X,2000+,jfs/t1/314265/35/8878/114351/684b9fdeFd7f761d0/4291b16a084af0ee.jpg,1000000266,官方自营;主板三年质保;紧凑设计;快速连接;强大兼容;无线连接;WiFi集成;持久耐用;AMD平台;稳定性能,100131546488,4000+,100131546488
华硕TUF GAMING B850M-PLUS WIFI7重炮手主板+AMD 锐龙7  7800X3D CPU  主板+CPU套装,3809.00,华硕京东自营旗舰店,华硕B850M重炮手WIFI7+7800X3D,2万+,jfs/t1/345377/15/11527/126874/68e9c26fF9fca2275/4279948ea047151e.jpg,1000000225,3个M.2接口;三档性能调节;主板一年换新;强劲性能,100209636379,5万+,100209636379
精粤(JGINYUE) 精粤 主板CPU套装B760M GAMING WIFI+INTEL 酷睿i5 12600KF 主板CPU套装,1778.00,精粤京东自营旗舰店,i5 12600KF,500+,jfs/t1/295887/15/4796/139167/68221831Fb7720da3/9d654937c98465af.png,1000600299,,100173575531,800+,100173575531
微星（MSI）B860M GAMING PLUS WIFI DDR5主板+英特尔15代Ultra7 265KF CPU板U套装,3099.00,微星电竞主机京东自营旗舰店,U7 265KF+【B860M】 GAMING PLUS,1000+,jfs/t1/292915/1/15729/622138/6856f3eeFfd6ca485/e5fb94363257f7b0.png,1000472523,店铺被1万人种草;2万+人浏览;英特尔,100167205563,1000+,100167205563
七彩虹（Colorful）主板CPU套装 BATTLE-AX B760M-PLUS WIFI V20+英特尔(Intel) i7-14700KF CPU ,3149.00,七彩虹京东自营旗舰店,i7-14700KF,500+,jfs/t1/398617/5/3697/177696/69a13a1eF3e5a9b53/0083320320069e36.jpg,1000000267,紧凑设计,100133154921,1000+,100133154921
技嘉主板CPU套装战鹰B850M FORCE WIFI6E+AMD 锐龙 5 9600X处理器,2297.00,技嘉京东自营旗舰店,技嘉B850M战鹰WIFI+9600X,2万+,jfs/t1/387524/14/10817/179423/696eee32F7702dc27/0083320320a3f312.jpg,1000000297,紧凑设计;套装更优惠;稳定性能;AMD平台,100218697267,5万+,100218697267
精粤(JGINYUE) 精粤 主板CPU套装B760M Snow Dream WIFI/W+INTEL 酷睿i7 14700KF 主板CPU套装,3088.00,精粤京东自营旗舰店,i7 14700KF,500+,jfs/t1/289498/26/5747/129165/68221c87F5c999847/bfc684e7734ef53a.png,1000600299,紧凑设计;LGA1700;INTEL芯;多接口支持;WIFI集成;酷睿强劲;B760主板;酷睿加持,100224696268,800+,100224696268
七彩虹CVN主板B650M+7800X3D,3159.00,七彩虹京东自营旗舰店,七彩虹B650M 战列舰WIFI+7800X3D,2万+,jfs/t1/359780/25/113/146489/6901c163F18cf7ad5/0518afd039096915.jpg,1000000267,高规供电模块;分离式散热装甲;紧凑设计;可靠连接;高效散热;强劲处理;稳定支持;精巧结构;游戏利器;全方位防护,100085042893,5万+,100085042893
精粤(JGINYUE) 精粤 主板CPU套装B760I Snow Dream+INTEL 酷睿i5 14400F 主板CPU套装,1759.00,精粤京东自营旗舰店,i5 14400F,500+,jfs/t1/301344/14/22005/127829/6870b92bF90242324/52e27be631855542.png,1000600299,,100254418440,800+,100254418440
七彩虹（Colorful）主板CPU套装CVN Z790D5 ARK FROZEN V20 方舟+英特尔(Intel) i9-14900KF处理器 CPU 主板+CPU套装,4099.00,七彩虹京东自营旗舰店,【ARK方舟WIFI D5】Z790,40,jfs/t1/398893/40/13110/175745/69a938d8Fdeb61a70/008332032087975a.jpg,1000000267,6千+人浏览;超70万人关注店铺;800+人加购,100111050137,,100111050137
华硕TUF GAMING B850-PRO WIFI7 W NEO主板+AMD 锐龙7 7800X3D CPU  主板+CPU套装,4209.00,华硕京东自营旗舰店,TUF B850-PRO WIFI7+7800X3D,2000+,jfs/t1/405233/28/3323/122979/69b8b155F134b8015/0083320320ef0790.jpg,1000000225,,100248168829,3000+,100248168829
精粤(JGINYUE) 精粤 主板CPU套装B760M Snow Dream WIFI/W+INTEL 酷睿i5 14400F 主板CPU套装,1798.00,精粤京东自营旗舰店,i5 14400F,500+,jfs/t1/309567/26/15863/130747/6870bf34Fccb27491/3f2b473c95ad3343.png,1000600299,,100254418438,800+,100254418438
七彩虹（Colorful）主板CPU套装CVN Z790D5 ARK FROZEN V20 方舟+英特尔(Intel) i5-14600K处理器 CPU 主板+CPU套装,2519.00,七彩虹京东自营旗舰店,七彩虹Z790 方舟WIFI+14600K,1万+,jfs/t1/357761/3/84/179931/6901b298Fe0a16bdc/dbe3a583eda39e26.jpg,1000000267,1千+店铺粉丝浏览;2万+人浏览;1千+人加购,100130888112,2万+,100130888112
华硕TUF GAMING B850M-E WIFI主板+AMD 锐龙7  7800X3D CPU  主板+CPU套装,3609.00,华硕京东自营旗舰店,TUF B850M-E +7800X3D,2000+,jfs/t1/311784/23/17447/92256/68760230F9887d0d6/ef8fd6fc21f3d9cf.png,1000000225,,100251350674,3000+,100251350674
精粤(JGINYUE) 精粤 主板CPU套装B760I GAMING+INTEL 酷睿i5 14400F 主板CPU套装,1629.00,精粤京东自营旗舰店,i5 14400F,500+,jfs/t1/319399/1/15014/111372/6870b7a9F46dc51bc/2d4e1886c550f794.png,1000600299,稳定性能;强劲性能;迷你设计;轻巧便携,100193403977,800+,100193403977
七彩虹（Colorful） 主板CPU套装BATTLE-AX B860M-P WIFI V20+Intel Ultra 5 230F主板+CPU套装,1479.00,七彩虹京东自营旗舰店,【战斧M-P WIFI 】B860M,500+,jfs/t1/338469/33/12942/162287/68ce6752F18173f0e/cfd5da09d28325a5.jpg,1000000267,100+店铺粉丝浏览;1千+人浏览;100+人加购,100278803684,2000+,100278803684
七彩虹（Colorful） 主板CPU套装COLORFIRE B850M-A MEOW WIFI橘影橙+AMD 锐龙 5 9600XCPU 主板+CPU套装,1998.00,七彩虹京东自营旗舰店,R5 9600X,200+,jfs/t1/373187/24/1802/197094/69313e1eF8ab7eb71/a143d5d45d5b8e6f.jpg,1000000267,,100189567843,200+,100189567843
华硕TUF GAMING B850M-PLUS WIFI7 W重炮手 白色版主板+AMD 锐龙7  7800X3D CPU  主板+CPU套装,3809.00,华硕京东自营旗舰店,华硕B850M白色重炮手+7800X3D,2万+,jfs/t1/326898/21/7362/130547/68a424a5F0173ef52/e24268ea791b84c1.jpg,1000000225,,100262536288,5万+,100262536288
精粤(JGINYUE) 精粤 主板CPU套装B760M GAMING+INTEL 酷睿i5 14400F 主板CPU套装,1599.00,精粤京东自营旗舰店,i5 14400F,500+,jfs/t1/298425/6/22132/142936/6870a7f9F2daafe40/a129b48961960a49.png,1000600299,,100254418394,800+,100254418394
七彩虹（Colorful） 主板CPU套装BATTLE-AX B860M-E WIFI V20+Intel Ultra 5 225F CPU,1369.00,七彩虹京东自营旗舰店,七彩虹B860M-E WIFI+225F,500+,jfs/t1/398598/39/20683/149235/69afeb80Fb2de5781/008332032054eabe.jpg,1000000267,1千+店铺粉丝浏览;1千+人加购;2万+人浏览,100253726410,1000+,100253726410
ROG STRIX B850-G GAMING WIFI S小吹雪主板+AMD 锐龙7 7800X3D CPU  主板+CPU套装,3909.00,华硕京东自营旗舰店,ROG B850小吹雪+7800X3D,2万+,jfs/t1/300976/3/5408/142378/68206269F759ce1b6/a82c527f71d82273.jpg,1000000225,支持WIFI7;4个M.2接口;主板一年换新,100216702104,5万+,100216702104
精粤(JGINYUE) 精粤 主板CPU套装B760M Snow Dream WIFI/B+INTEL 酷睿i7 14700KF 主板CPU套装,3088.00,精粤京东自营旗舰店,i7 14700KF,500+,jfs/t1/305843/25/1317/128272/68221fcaFa0685e1f/5fe83b30eb22d882.jpg,1000600299,紧凑设计;LGA1700;高性能主板;多接口支持;WIFI集成;酷睿强劲;B760主板,100173575605,800+,100173575605
七彩虹（Colorful） 主板CPU套装BATTLE-AX A520M-T WIFI V14+AMD 锐龙5 5600主板+CPU套装,1309.00,七彩虹京东自营旗舰店,【战斧 A520M-T】,71,jfs/t1/376410/4/8517/188332/693be3e5F2b319977/a22efc5bac6895dc.jpg,1000000267,700+人加购;400+店铺粉丝浏览;5千+人浏览,100203553883,100+,100203553883
华硕【主板cpu套装】ROG B650 吹雪主板+AMD 锐龙7 7800X3D CPU 主板+CPU套装,5298.00,华硕京东自营旗舰店,B650吹雪大板+7800X3D,2000+,jfs/t1/148735/9/29245/135052/65a63e17F8aa4a63d/31ccbf0e1bc73d66.jpg,1000000225,显卡易拆键;M.2便捷卡扣;主板一年换新,100086179698,3000+,100086179698
七彩虹（Colorful） 主板CPU套装BATTLE-AX B850M-PLUS WIFI V14+AMD 锐龙7 9700X CPU 主板+CPU套装,2478.00,七彩虹京东自营旗舰店,R7 9700X ,200+,jfs/t1/348050/30/19774/155956/6901c4f8Ff622a4fb/d4c4e08c5b35d734.jpg,1000000267,,100230090342,600+,100230090342
精粤(JGINYUE) 精粤 主板CPU套装B760M GAMING WIFI+INTEL 酷睿i5 14600K 主板CPU套装,2198.00,精粤京东自营旗舰店,i5 14600K,500+,jfs/t1/327958/29/8150/139597/68a5a59cFc97b7595/08017921f98dd1bb.png,1000600299,,100270405200,800+,100270405200
七彩虹（Colorful）COLORFIRE B760M-A MEOW WIFI D5橘影橙+英特尔(Intel) i5-12490F CPU 主板CPU套装 主板+CPU套装,1699.00,七彩虹京东自营旗舰店,i5-12490F,500+,jfs/t1/379923/40/9048/233315/6949be1fF39a0be53/065c3203208328a3.jpg,1000000267,超70万人关注店铺;1千+人加购;1万+人浏览,100111049929,1000+,100111049929
铭瑄MS-终结者 B850M WIFI电脑主板+AMD 锐龙7 7800X3D游戏处理器主板CPU套装,3159.00,铭瑄京东自营旗舰店,铭瑄终结者B850M WIFI+7800X3D,2万+,jfs/t1/272220/3/524/101882/67cea733Ff8b2d8de/86f371fc6aa90b07.jpg,1000094211,,100154950811,5万+,100154950811
铭瑄MS-终结者 Z790-A电脑主板+英特尔（Intel）i9-14900KF 酷睿14代处理器主板CPU套装,4499.00,铭瑄京东自营旗舰店,铭瑄终结者Z790-A+14900KF,1万+,jfs/t1/349456/16/13/109677/68bab103F16f03e35/25e8a23db8eeebfa.jpg,1000094211,,100208414503,2万+,100208414503
精粤(JGINYUE) 精粤 主板CPU套装B760M Snow Dream D5+INTEL 酷睿i5 14600K 主板CPU套装,2338.00,精粤京东自营旗舰店,i5 14600K,500+,jfs/t1/327310/38/8517/122451/68a6786fFd20f8abc/a3c00de58b7d127a.png,1000600299,,100270405208,800+,100270405208
七彩虹（Colorful）主板CPU套装 战斧主板BATTLE-AX B760M-WHITE WIFI D4+英特尔 i5-14400F CPU ,1859.00,七彩虹京东自营旗舰店,七彩虹B760M冷钢 WF D4+14400F,2000+,jfs/t1/11460/34/23950/138469/66b4210fF318927ae/92c19115259acb0f.png,1000000267,超70万人关注店铺;1千+店铺粉丝浏览,100101744863,5000+,100101744863
精粤(JGINYUE) 精粤 主板CPU套装B760I Snow Dream D5+INTEL 酷睿i5 12490F 主板CPU套装,1649.00,精粤京东自营旗舰店,i5 12490F,500+,jfs/t1/304703/16/1349/129037/68220ebbF3f43355d/8b7900833a5e1861.png,1000600299,迷你设计;Intel i5;B760接口;精粤品质;小巧便携,100224696176,800+,100224696176
精粤(JGINYUE) 精粤 主板CPU套装B760M Snow Dream D5+INTEL 酷睿i5 12490F 主板CPU套装,1668.00,精粤京东自营旗舰店,i5 12490F,500+,jfs/t1/317691/31/18690/118832/6882ffa4F1b15286d/a36e487a05946bbe.png,1000600299,LGA1700;流畅游戏;酷睿i5性能;高效处理器;多任务处理;B760主板,100224695288,800+,100224695288
精粤(JGINYUE) 精粤 主板CPU套装B760M-K WIFI+INTEL 酷睿i5 12600KF 主板CPU套装,1798.00,精粤京东自营旗舰店,i5 12600KF,500+,jfs/t1/311781/21/225/118443/68220cd2F288ebb9d/0159e97250c93cc6.png,1000600299,强劲内核;无线连接,100173575563,800+,100173575563
七彩虹（Colorful）七彩虹iGame Z890 VULCAN X V20 火神+ Intel Ultra  5 245KF  主板CPU套装,3479.00,七彩虹京东自营旗舰店,【火神 WIFI D5】Z890,200+,jfs/t1/394311/25/17055/171493/69a002cbF088fe27a/00833203203557c5.jpg,1000000267,超40万人店内购买;超70万人关注店铺,100147501364,900+,100147501364
精粤(JGINYUE) 精粤 主板CPU套装B760I GAMING+INTEL 酷睿i5 12490F 主板CPU套装,1519.00,精粤京东自营旗舰店,i5 12490F,500+,jfs/t1/313882/4/253/111333/6822108fF5b461d0c/6c2bfc0d236ede62.png,1000600299,酷睿加持;高性能主板,100173574973,800+,100173574973
精粤(JGINYUE) 精粤 主板CPU套装B760M-K WIFI+INTEL 酷睿i5 14400F 主板CPU套装,1658.00,精粤京东自营旗舰店,i5 14400F,500+,jfs/t1/303387/27/18878/119905/6870b678F095bb71d/653fe1a4469447bb.png,1000600299,,100254421228,800+,100254421228
精粤(JGINYUE) 精粤 主板CPU套装B760M Snow Dream WIFI/B+INTEL 酷睿i5 14400F 主板CPU套装,1798.00,精粤京东自营旗舰店,i5 14400F,500+,jfs/t1/301248/31/20515/132541/6870c09cF279c8bb8/da5ee0918edb72e2.jpg,1000600299,,100254421230,800+,100254421230
七彩虹（Colorful） 主板CPU套装BATTLE-AX B550M-D PRO V14+AMD锐龙5 5600主板+CPU套装,1369.00,七彩虹京东自营旗舰店,R5 5600,59,jfs/t1/416853/18/14776/151246/69dd745bFe58ec568/065c32032040fd69.jpg,1000000267,超70万人关注店铺;4千+人浏览;500+人加购,100225410571,,100225410571
精粤(JGINYUE) 精粤 主板CPU套装B760M GAMING D5+INTEL 酷睿i5 14600K 主板CPU套装,2159.00,精粤京东自营旗舰店,i5 14600K,500+,jfs/t1/414170/26/18638/127261/69d8737dFa85e0549/00833203202d9aae.png,1000600299,,100204057365,800+,100204057365
精粤(JGINYUE) 精粤 主板CPU套装B760M HD+INTEL 酷睿i5 12490F 主板CPU套装,1438.00,精粤京东自营旗舰店,i5 12490F,500+,jfs/t1/320361/35/1095/123066/68269a16Fc6a6f161/bf48eec84dc094a9.png,1000600299,LGA1700;酷睿i5性能;B760主板;酷睿加持,100224695430,800+,100224695430
精粤(JGINYUE) 精粤 主板CPU套装B760M GAMING WIFI+INTEL 酷睿i5 12490F 主板CPU套装,1528.00,精粤京东自营旗舰店,i5 12490F,500+,jfs/t1/313471/4/247/137233/68221833F7f8cc54c/0293bec3ca14d290.png,1000600299,,100173574919,800+,100173574919
七彩虹（Colorful） 主板CPU套装BATTLE-AX B760M-T WIFI V21A+英特尔(Intel) i5-12490F  CPU 主板+CPU套装,1599.00,七彩虹京东自营旗舰店,七彩虹B760M-T战斧WIFI+12490F,10万+,jfs/t1/401146/1/14421/200960/69afe88dF18c95b39/0083320320269352.jpg,1000000267,3千+店铺粉丝浏览;6万+人浏览;4千+人加购,100197865166,10万+,100197865166
精粤(JGINYUE) 精粤 主板CPU套装B760M GAMING WIFI+INTEL 酷睿i5 14400F 主板CPU套装,1638.00,精粤京东自营旗舰店,i5 14400F,500+,jfs/t1/314854/35/16276/141579/6870aa00F6cbf4058/3dbf2dfbd4341477.png,1000600299,,100193405833,800+,100193405833
精粤(JGINYUE) 精粤 主板CPU套装B760M HD/W+INTEL 酷睿i5 14400F 主板CPU套装,1548.00,精粤京东自营旗舰店,i5 14400F,500+,jfs/t1/285417/11/16489/124537/6870a48dFdf663bee/7da0ff9a68c2e1ad.png,1000600299,,100254418410,800+,100254418410
精粤(JGINYUE) 精粤 主板CPU套装B760M-K WIFI+INTEL 酷睿i5 12490F 主板CPU套装,1548.00,精粤京东自营旗舰店,i5 12490F,500+,jfs/t1/316006/15/238/116450/68220cd2F687c0b7e/906411e445a5e378.png,1000600299,多核处理;无线连接,100173575561,800+,100173575561
七彩虹（Colorful）主板CPU套装 BATTLE-AX B760M-WHITE WIFI D5+英特尔(Intel) i7-14700KF CPU ,3149.00,七彩虹京东自营旗舰店,【冷钢 WIFI D5】B760M,1000+,jfs/t1/400232/4/2106/150803/69a1583aF73df30cf/00833203205f0906.jpg,1000000267,超40万人店内购买;3千+人加购;2万+人浏览,100111050165,3000+,100111050165
精粤(JGINYUE) 精粤 主板CPU套装B760M Snow Dream WIFI/B+INTEL 酷睿i5 12490F 主板CPU套装,1688.00,精粤京东自营旗舰店,i5 12490F,500+,jfs/t1/309516/1/261/129183/68221fccF3bb0f154/b7a91ca76181ba78.jpg,1000600299,WIFI集成;酷睿加持,100224696156,800+,100224696156
精粤(JGINYUE) 精粤 主板CPU套装B760M GAMING D5+INTEL 酷睿i5 12490F 主板CPU套装,1489.00,精粤京东自营旗舰店,i5 12490F,500+,jfs/t1/417904/15/3191/123979/69d875feF9133d4b4/0083320320b243e3.png,1000600299,酷睿加持,100224695270,800+,100224695270
精粤(JGINYUE) 精粤主板CPU套装B760M-HD WIFI主板+INTEL酷睿i5 12490F 主板CPU套装,1468.00,精粤京东自营旗舰店,i5 12490F,500+,jfs/t1/318651/35/7825/126916/68493af0F8453a35c/de31c78594a23852.png,1000600299,,100184991995,800+,100184991995
七彩虹（Colorful） 主板CPU CVN B650M GAMING FROZEN V14+AMD 锐龙7 9800X3D CPU 主板+CPU套装,3849.00,七彩虹京东自营旗舰店,【冰霜战列舰WIFI D5】B650M,200+,jfs/t1/372906/33/1612/176050/693125a1Ff4a8d2d6/dc095bec5d1ce243.jpg,1000000267,900+人加购;超70万人关注店铺,100152378292,900+,100152378292
精粤(JGINYUE) 精粤 主板CPU套装B760M HD WIFI+INTEL 酷睿i5 14400F 主板CPU套装,1578.00,精粤京东自营旗舰店,i5 14400F,500+,jfs/t1/312290/28/16154/126227/6870a680F9319b3cf/ebe67eeaac74407b.png,1000600299,,100193403979,800+,100193403979
精粤(JGINYUE) 精粤 主板CPU套装B760M Snow Dream WIFI/W+INTEL 酷睿i5 12600KF 主板CPU套装,1938.00,精粤京东自营旗舰店,i5 12600KF,500+,jfs/t1/286483/12/6067/133456/68221c8aFf11f0b84/b4d7d9fd8fed980a.png,1000600299,LGA1700;酷睿i5性能;高效处理器;B760芯片;B760主板,100224695250,800+,100224695250
精粤(JGINYUE) 精粤 主板CPU套装H610M GAMING WIFI+INTEL 酷睿i5 14400F 主板CPU套装,1558.00,精粤京东自营旗舰店,i5 14400F,500+,jfs/t1/310229/22/16100/130458/68701262Fead1d5b8/34537da750329b0e.png,1000600299,10相供电;紧凑设计;Intel i5;蓝牙连接;无线WIFI;PCIE4.0,100254418444,800+,100254418444
七彩虹（Colorful）七彩虹 主板CPU套装CVN B860I GAMING FROZEN V20+Intel Ultra 5 225F CPU,1749.00,七彩虹京东自营旗舰店,【登陆舰 WIFI 】B860I,72,jfs/t1/400710/32/7146/161346/69a933d4F256097a3/00833203200975de.jpg,1000000267,店铺被40万人种草;800+人加购;6千+人浏览,100192942283,100+,100192942283
精粤(JGINYUE) 精粤 主板CPU套装B760M GAMING+INTEL 酷睿i5 12600KF 主板CPU套装,1739.00,精粤京东自营旗舰店,i5 12600KF,500+,jfs/t1/320234/35/32/139114/6822146aFc05c20b1/604baef88530f624.png,1000600299,高效处理器;高性能套装;酷睿加持;LGA1700,100173574985,800+,100173574985
AMD锐龙R7 9700X 盒装CPU 搭技嘉B650M GAMING PLUS WIFI 主板CPU套装,2499.00,AMD京东自营旗舰店,R7 9700X,39,jfs/t1/106068/19/43310/86679/66dfe290F53609f08/2fb11fd3ca99e954.jpg,1000000706,紧凑设计;高速接口;高性能处理;高速数据传输;易于安装配置;多媒体畅玩;技术创新领先;强劲游戏体验;强劲性能;兼容性强烈,100143614632,,100143614632
精粤(JGINYUE) 精粤 主板CPU套装B760M Snow Dream D5+INTEL 酷睿i5 12600KF 主板CPU套装,1918.00,精粤京东自营旗舰店,i5 12600KF,500+,jfs/t1/316920/18/18433/121107/6882ffa2F743072c9/edb673960520b443.png,1000600299,酷睿加持,100224696198,800+,100224696198
七彩虹（Colorful）主板CPU套装CVN Z890 ARK FROZEN V20 方舟+ Intel Ultra 5-245K  主板CPU套装,2479.00,七彩虹京东自营旗舰店,【 方舟 WIFI D5】Z890,7,jfs/t1/398824/28/14640/159078/69aa8c8aFe93546c0/0083320320e1b69f.jpg,1000000267,300+店铺粉丝浏览;店铺被40万人种草,100147501350,,100147501350
精粤(JGINYUE) 精粤 主板CPU套装H610M-D PLUS+INTEL 酷睿i5 14400F 主板CPU套装,1489.00,精粤京东自营旗舰店,i5 14400F,500+,jfs/t1/296013/7/14805/126967/68700f93F8bac0d94/073469e73af32fbf.png,1000600299,紧凑设计;紧凑主板;H610芯片;H610接口;高性能CPU;i5强劲性能;酷睿加持,100254418412,800+,100254418412
精粤(JGINYUE) 精粤 主板CPU套装H610I GAMING+INTEL 酷睿i5 12490F 主板CPU套装,1478.00,精粤京东自营旗舰店,i5 12490F,500+,jfs/t1/308299/36/174/124305/6821d50aF2f67f99f/9c84f1eeb5b50c83.png,1000600299,稳定性能;高速运行;迷你设计;INTEL芯;LGA1700;小巧便携;兼容性强;酷睿性能;ITX小巧,100173575597,800+,100173575597
精粤(JGINYUE) 精粤 主板CPU套装B760M GAMING D5+INTEL 酷睿i5 12600KF 主板CPU套装,1739.00,精粤京东自营旗舰店,i5 12600KF,500+,jfs/t1/412878/14/18144/125511/69d873cbF8304df2f/0083320320f2db9c.png,1000600299,LGA1700;酷睿i5强劲;高效处理器;B760主板,100224696264,800+,100224696264
精粤(JGINYUE) 精粤 主板CPU套装H610M GAMING+INTEL 酷睿i5 14400F 主板CPU套装,1528.00,精粤京东自营旗舰店,i5 14400F,500+,jfs/t1/305052/21/17039/134571/68701144Ffb2408b8/b0ed39d5a4e3ae25.png,1000600299,紧凑设计;H610芯片;多接口支持;酷睿性能;酷睿加持,100193403969,800+,100193403969
精粤(JGINYUE) 精粤 主板CPU套装B760I GAMING+INTEL 酷睿i5 12600KF 主板CPU套装,1769.00,精粤京东自营旗舰店,i5 12600KF,500+,jfs/t1/298353/12/6482/113281/6822108eF1768c877/76c1a4ff6f0584a3.png,1000600299,,100224696238,800+,100224696238
精粤(JGINYUE) 精粤 主板CPU套装H610M-D PLUS WIFI+INTEL 酷睿i5 14400F 主板CPU套装,1538.00,精粤京东自营旗舰店,i5 14400F,500+,jfs/t1/317632/5/15183/134476/68700e3aFdd3cab8e/6cc1fadb056c5e90.png,1000600299,,100193405835,800+,100193405835
七彩虹（Colorful）主板CPU套装BATTLE-AX B760M-G WIFI  V20A小黑刃主板+英特尔(Intel) i5-12490F 主板+CPU套装,1699.00,七彩虹京东自营旗舰店,七彩虹B760M-G小黑刃WIFI+12490F,10万+,jfs/t1/397131/17/18254/186509/69aaa014Fc90ded59/00833203206a32bf.jpg,1000000267,超40万人店内购买;2千+人加购;3万+人浏览,100197865150,10万+,100197865150
技嘉（GIGABYTE）主板CPU 板U套装白魔鹰B650M GAMING WIFI主板+AMD 锐龙 7 9700X板U套装,2398.00,技嘉京东自营旗舰店,9700X,100+,jfs/t1/388422/21/3902/149871/69687a86F0146d729/0083320320690bca.jpg,1000000297,套装更优惠;9700X,100131197520,500+,100131197520
微星（MSI）B650M GAMING WIFI+锐龙AMD R7 9700X主板CPU套装,2548.00,微星京东自营旗舰店,9700X,2000+,jfs/t1/301081/4/14831/134646/684b9fd7F27896c27/2b888f0083bd5e88.jpg,1000000266,官方自营;主板三年质保;套装更优惠,100111489761,4000+,100111489761
七彩虹（Colorful）七彩虹 主板CPU套装BATTLE-AX B760M-PLUS WIFI D5 V20 黑刃+ i7-14700KF CPU ,3149.00,七彩虹京东自营旗舰店,i7-14700KF,500+,jfs/t1/393240/34/21231/181735/69a13fd9Ffc57f087/00833203208d5acd.jpg,1000000267,,100149258491,1000+,100149258491
七彩虹（Colorful） 主板CPU套装BATTLE-AX B860M-P WIFI V20+Intel Ultra 5 245K主板+CPU套装,1979.00,七彩虹京东自营旗舰店,【战斧M-P WIFI 】B860M,500+,jfs/t1/333676/27/15422/169422/68ce6752Fdfcf6f91/ac77c159e24861c4.jpg,1000000267,超40万人店内购买;超70万人关注店铺,100278803650,2000+,100278803650
微星主板CPU套装B850M GAMING WIFI主板+AMD 锐龙7 9700X 板U套装,2579.00,,,17,jfs/t1/393725/21/13375/99852/698d8392F620fc37a/00833203207e7553.png,0,支持个人送保;套装更优惠;三年质保,100299228068,,100299228068
七彩虹（Colorful） 主板CPU套装COLORFIRE B850M-A MEOW WIFI橘影橙+AMD锐龙5 9500F处理器主板+CPU套装,1948.00,七彩虹京东自营旗舰店,R5 9500F,200+,jfs/t1/375134/25/1823/193507/69313e1bF6ff31088/fe08a3240e3ecc56.jpg,1000000267,,100275936542,200+,100275936542
微星(MSI)MAG B650M MORTAR WIFI迫击炮+锐龙AMD R7 7800X3D 主板CPU套装,3559.00,微星京东自营旗舰店,,200+,jfs/t1/314268/36/13634/114594/686378caFa2c910e2/f0d69c20313231e7.jpg,1000000266,微星板U套装;主板三年质保;套装购买更优惠,100081236439,500+,100081236439
